type	latitude	longitude	name	desc
T	42.6310540	-74.0157509		Length: 22.41 km (13.92 mi)
T	42.6330747	-74.0063953
T	42.6351585	-74.0057945
T	42.6356005	-74.0017605
T	42.6411569	-74.0023613
T	42.6423565	-73.9990139
T	42.6405255	-73.9974689
T	42.6409043	-73.9912033
T	42.6418514	-73.9894867
T	42.6459552	-73.9912891
T	42.6501218	-73.9947224
T	42.6517000	-73.9985847
T	42.6572550	-74.0015030
T	42.6573812	-74.0082836
T	42.6618627	-74.0095711
T	42.6638193	-74.0131760
T	42.6641980	-74.0187550
T	42.6684896	-74.0183258
T	42.6722130	-74.0152359
T	42.6785864	-74.0186691
T	42.6757469	-74.0238190
T	42.6744217	-74.0262222
T	42.6757469	-74.0306854
T	42.6786495	-74.0297413
T	42.6795329	-74.0339470
T	42.6819937	-74.0357494
T	42.6852747	-74.0357494
T	42.6879245	-74.0376377
T	42.6880507	-74.0384960
T	42.6864734	-74.0390110
T	42.6867258	-74.0430450
T	42.6869781	-74.0475941
T	42.6842021	-74.0545464
T	42.6816151	-74.0546322
T	42.6807949	-74.0517998
T	42.6786495	-74.0521431
T	42.6785864	-74.0493965
T	42.6762517	-74.0499115
T	42.6744848	-74.0463066
T	42.6724023	-74.0430450
T	42.6701936	-74.0362644
T	42.6670381	-74.0354061
T	42.6657758	-74.0372944
T	42.6635037	-74.0348911
T	42.6629357	-74.0295696
T	42.6664700	-74.0239906
T	42.6611053	-74.0232182
T	42.6592748	-74.0272522
T	42.6563081	-74.0257931
T	42.6551088	-74.0215874
T	42.6415988	-74.0185833
T	42.6398941	-74.0208149
T	42.6361688	-74.0201283
T	42.6335167	-74.0149784
T	42.6332010	-74.0165234

