type	latitude	longitude	name	desc
T	43.6592333	-70.2758288		Length: 1.911 km (1.187 mi)
T	43.6604519	-70.2734900
T	43.6607856	-70.2717090
T	43.6606537	-70.2703357
T	43.6601802	-70.2688015
T	43.6601026	-70.2683401
T	43.6596990	-70.2678466
T	43.6593031	-70.2674818
T	43.6577585	-70.2661622
T	43.6571142	-70.2697456
T	43.6564079	-70.2734149
T	43.6577119	-70.2739620
T	43.6582009	-70.2744448
T	43.6588452	-70.2755070

