type	latitude	longitude	name	desc
T	42.4823774	-76.4632988		Length: 7.114 km (4.42 mi)
T	42.4825991	-76.4578915
T	42.4821241	-76.4558744
T	42.4811740	-76.4541578
T	42.4814274	-76.4510679
T	42.4810474	-76.4475060
T	42.4796857	-76.4454889
T	42.4792423	-76.4432573
T	42.4778172	-76.4433002
T	42.4774055	-76.4447594
T	42.4757903	-76.4441156
T	42.4761704	-76.4429998
T	42.4726232	-76.4410257
T	42.4721798	-76.4423561
T	42.4716731	-76.4423990
T	42.4713247	-76.4456606
T	42.4725599	-76.4457893
T	42.4725599	-76.4499521
T	42.4733200	-76.4502096
T	42.4731933	-76.4536858
T	42.4720532	-76.4535570
T	42.4718948	-76.4561319
T	42.4772788	-76.4566040
T	42.4772155	-76.4585781
T	42.4749669	-76.4590073
T	42.4748719	-76.4615822
T	42.4778489	-76.4616251
T	42.4777855	-76.4646292
T	42.4784506	-76.4647579
T	42.4786089	-76.4628267
T	42.4801923	-76.4631701
T	42.4799073	-76.4616680
T	42.4808257	-76.4607239
T	42.4818074	-76.4634275

