type	latitude	longitude	name	desc
T	38.9124074	-75.3040695	Prime Hook NWR	Length: 37.58 km (23.35 mi)
T	38.9015873	-75.3128242
T	38.8653749	-75.2865601
T	38.8605630	-75.2934265
T	38.8602956	-75.2790070
T	38.8578895	-75.2779770
T	38.8541466	-75.2796936
T	38.8536119	-75.2834702
T	38.8454568	-75.2776337
T	38.8429165	-75.2798653
T	38.8304812	-75.2759171
T	38.8295451	-75.2958298
T	38.8279404	-75.2973747
T	38.8258007	-75.3061295
T	38.8228585	-75.3056145
T	38.8219223	-75.2968597
T	38.8255332	-75.2901649
T	38.8224572	-75.2901649
T	38.8125598	-75.2843285
T	38.8121585	-75.2714539
T	38.8142986	-75.2731705
T	38.8151012	-75.2700806
T	38.8076105	-75.2661324
T	38.8140311	-75.2536011
T	38.8155024	-75.2544594
T	38.8239284	-75.2376366
T	38.8220560	-75.2366066
T	38.8181774	-75.2216721
T	38.8275392	-75.2130890
T	38.8356963	-75.2240753
T	38.8498687	-75.2395248
T	38.8665778	-75.2522278
T	38.8771359	-75.2645874
T	38.8891622	-75.2784920
T	38.9027896	-75.2923965

