type	latitude	longitude	name	desc
T	42.0254512	-70.2038383		Length: 7.193 km (4.47 mi)
T	42.0271089	-70.1988602
T	42.0250686	-70.1931953
T	42.0262163	-70.1904488
T	42.0255787	-70.1865005
T	42.0294041	-70.1748276
T	42.0360343	-70.1686478
T	42.0350143	-70.1653862
T	42.0295317	-70.1672745
T	42.0245586	-70.1736259
T	42.0202227	-70.1789474
T	42.0186924	-70.1873589
T	42.0199677	-70.1947403

